#      x         y         z      atomnum  distance    energy 
     -0.04      0.02     47.90     35.00     72.91    -12.41 
      0.00      0.00     50.00     36.00     72.91    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.10     -0.12    -18.04      2.00      2.25     -4.96 
      0.14      0.09    -16.25      3.00      5.07     -4.95 
     -0.33     -0.25    -14.23      4.00      7.53     -6.83 
     -0.55     -0.42    -12.15      5.00      9.98     -7.92 
     -0.36     -0.56    -10.05      6.00     12.75     -9.47 
      0.17     -0.32     -8.05      7.00     15.19    -10.14 
      0.29      0.01     -6.06      8.00     17.88    -10.40 
     -0.19      0.01     -3.85      9.00     20.30    -11.13 
     -0.17     -0.28     -1.74     10.00     22.54     -8.95 
      0.00     -0.10      0.15     11.00     24.46     -7.79 
     -0.04     -0.00      1.92     12.00     26.46     -7.20 
     -0.08     -0.06      3.82     13.00     28.65     -8.61 
     -0.05     -0.01      5.93     14.00     30.80    -10.24 
     -0.04      0.02      8.03     15.00     32.82     -9.97 
     -0.02      0.01     10.02     16.00     34.96     -9.57 
     -0.00     -0.01     12.13     17.00     37.00     -9.59 
      0.00      0.00     14.14     18.00     38.97     -8.22 
     -0.00      0.03     16.08     19.00     41.03     -7.33 
     -0.02      0.03     18.12     20.00     42.98     -7.07 
     -0.01      0.02     20.06     21.00     44.99     -5.89 
     -0.02      0.02     22.06     22.00     47.05     -5.95 
     -0.01      0.03     24.10     23.00     49.04     -5.46 
     -0.01      0.04     26.08     24.00     51.03     -4.53 
     -0.01      0.05     28.06     25.00     53.12     -4.22 
     -0.02      0.05     30.13     26.00     55.07     -3.85 
     -0.03      0.04     32.06     27.00     57.02     -2.53 
     -0.04      0.05     33.99     28.00     58.96     -2.58 
     -0.05      0.04     35.91     29.00     60.87     -2.71 
     -0.06      0.04     37.81     30.00     62.79     -3.36 
     -0.06      0.05     39.72     31.00     64.78     -4.78 
     -0.05      0.03     41.69     32.00     66.82     -6.88 
     -0.05      0.04     43.72     33.00     68.92     -9.21 
     -0.04      0.03     45.79     34.00     71.03    -11.02 
     -0.04      0.03     47.90     35.00     73.20    -12.41 
      0.00      0.00     50.00     36.00     73.20    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.11     -0.13    -18.05      2.00      2.28     -4.96 
      0.14      0.10    -16.25      3.00      5.14     -4.94 
     -0.35     -0.26    -14.24      4.00      7.63     -6.79 
     -0.58     -0.44    -12.16      5.00     10.10     -7.83 
     -0.38     -0.59    -10.05      6.00     12.90     -9.38 
      0.18     -0.33     -8.05      7.00     15.38    -10.12 
      0.31      0.01     -6.06      8.00     18.10    -10.32 
     -0.20      0.01     -3.84      9.00     20.54    -11.11 
     -0.18     -0.30     -1.73     10.00     22.80     -8.90 
      0.01     -0.11      0.15     11.00     24.73     -7.78 
     -0.05     -0.00      1.92     12.00     26.73     -7.20 
     -0.08     -0.07      3.82     13.00     28.93     -8.61 
     -0.05     -0.01      5.92     14.00     31.08    -10.24 
     -0.04      0.02      8.03     15.00     33.11     -9.97 
     -0.02      0.01     10.02     16.00     35.25     -9.57 
     -0.00     -0.01     12.13     17.00     37.29     -9.58 
      0.00      0.00     14.14     18.00     39.26     -8.21 
     -0.00      0.03     16.08     19.00     41.32     -7.33 
     -0.02      0.03     18.13     20.00     43.27     -7.07 
     -0.01      0.02     20.06     21.00     45.28     -5.89 
     -0.02      0.02     22.06     22.00     47.35     -5.95 
     -0.01      0.03     24.11     23.00     49.33     -5.46 
     -0.01      0.04     26.08     24.00     51.33     -4.53 
     -0.01      0.05     28.06     25.00     53.41     -4.22 
     -0.02      0.05     30.14     26.00     55.37     -3.85 
     -0.03      0.04     32.06     27.00     57.31     -2.53 
     -0.04      0.05     33.99     28.00     59.25     -2.58 
     -0.06      0.05     35.91     29.00     61.16     -2.70 
     -0.07      0.04     37.81     30.00     63.07     -3.36 
     -0.06      0.05     39.71     31.00     65.06     -4.77 
     -0.05      0.03     41.67     32.00     67.11     -6.87 
     -0.05      0.05     43.70     33.00     69.20     -9.19 
     -0.05      0.03     45.78     34.00     71.32    -11.01 
     -0.04      0.03     47.89     35.00     73.50    -12.40 
      0.00      0.00     50.00     36.00     73.50    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.11     -0.14    -18.06      2.00      2.31     -4.96 
      0.15      0.10    -16.25      3.00      5.21     -4.94 
     -0.37     -0.27    -14.25      4.00      7.72     -6.75 
     -0.61     -0.46    -12.17      5.00     10.22     -7.74 
     -0.40     -0.62    -10.05      6.00     13.07     -9.28 
      0.19     -0.35     -8.05      7.00     15.57    -10.11 
      0.33      0.01     -6.05      8.00     18.33    -10.24 
     -0.21      0.01     -3.84      9.00     20.79    -11.10 
     -0.19     -0.32     -1.72     10.00     23.07     -8.85 
      0.01     -0.11      0.15     11.00     25.00     -7.77 
     -0.05     -0.00      1.92     12.00     27.00     -7.20 
     -0.09     -0.07      3.81     13.00     29.21     -8.60 
     -0.05     -0.01      5.92     14.00     31.36    -10.24 
     -0.04      0.03      8.03     15.00     33.40     -9.97 
     -0.02      0.01     10.03     16.00     35.55     -9.57 
     -0.00     -0.01     12.14     17.00     37.59     -9.58 
      0.00      0.00     14.15     18.00     39.56     -8.21 
     -0.00      0.03     16.09     19.00     41.62     -7.33 
     -0.02      0.03     18.13     20.00     43.57     -7.06 
     -0.01      0.02     20.07     21.00     45.59     -5.89 
     -0.02      0.02     22.06     22.00     47.65     -5.95 
     -0.01      0.03     24.11     23.00     49.63     -5.46 
     -0.01      0.04     26.08     24.00     51.63     -4.53 
     -0.01      0.05     28.07     25.00     53.72     -4.22 
     -0.02      0.06     30.14     26.00     55.67     -3.84 
     -0.03      0.04     32.07     27.00     57.61     -2.53 
     -0.04      0.05     33.99     28.00     59.54     -2.58 
     -0.06      0.05     35.91     29.00     61.45     -2.70 
     -0.07      0.04     37.80     30.00     63.37     -3.35 
     -0.07      0.05     39.70     31.00     65.35     -4.76 
     -0.06      0.04     41.66     32.00     67.40     -6.85 
     -0.05      0.05     43.69     33.00     69.50     -9.18 
     -0.05      0.03     45.77     34.00     71.62    -11.00 
     -0.04      0.03     47.89     35.00     73.81    -12.40 
      0.00      0.00     50.00     36.00     73.81    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.12     -0.15    -18.06      2.00      2.35     -4.95 
      0.16      0.11    -16.25      3.00      5.28     -4.93 
     -0.39     -0.29    -14.26      4.00      7.82     -6.70 
     -0.65     -0.48    -12.18      5.00     10.34     -7.65 
     -0.42     -0.65    -10.06      6.00     13.24     -9.19 
      0.20     -0.37     -8.06      7.00     15.78    -10.09 
      0.35      0.01     -6.05      8.00     18.57    -10.17 
     -0.22      0.01     -3.83      9.00     21.05    -11.08 
     -0.20     -0.34     -1.72     10.00     23.35     -8.79 
      0.01     -0.12      0.16     11.00     25.29     -7.77 
     -0.05     -0.00      1.92     12.00     27.29     -7.20 
     -0.09     -0.07      3.81     13.00     29.50     -8.59 
     -0.05     -0.01      5.91     14.00     31.66    -10.24 
     -0.04      0.03      8.03     15.00     33.70     -9.97 
     -0.02      0.01     10.03     16.00     35.86     -9.57 
     -0.00     -0.02     12.14     17.00     37.90     -9.58 
      0.00      0.00     14.16     18.00     39.87     -8.21 
     -0.00      0.03     16.10     19.00     41.93     -7.33 
     -0.02      0.03     18.13     20.00     43.88     -7.06 
     -0.01      0.02     20.07     21.00     45.90     -5.89 
     -0.02      0.02     22.07     22.00     47.96     -5.94 
     -0.01      0.03     24.12     23.00     49.95     -5.45 
     -0.01      0.04     26.09     24.00     51.94     -4.53 
     -0.01      0.05     28.07     25.00     54.03     -4.22 
     -0.02      0.06     30.15     26.00     55.98     -3.84 
     -0.03      0.04     32.07     27.00     57.92     -2.53 
     -0.04      0.05     33.99     28.00     59.85     -2.58 
     -0.06      0.05     35.90     29.00     61.76     -2.70 
     -0.07      0.05     37.79     30.00     63.67     -3.34 
     -0.07      0.06     39.69     31.00     65.65     -4.75 
     -0.06      0.04     41.64     32.00     67.70     -6.83 
     -0.06      0.05     43.68     33.00     69.81     -9.16 
     -0.05      0.04     45.76     34.00     71.94    -11.00 
     -0.04      0.03     47.88     35.00     74.13    -12.40 
      0.00      0.00     50.00     36.00     74.13    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.13     -0.15    -18.07      2.00      2.39     -4.95 
      0.17      0.12    -16.25      3.00      5.36     -4.93 
     -0.41     -0.30    -14.28      4.00      7.92     -6.65 
     -0.68     -0.51    -12.18      5.00     10.47     -7.55 
     -0.44     -0.69    -10.06      6.00     13.41     -9.09 
      0.21     -0.39     -8.06      7.00     15.99    -10.07 
      0.37      0.01     -6.05      8.00     18.81    -10.12 
     -0.23      0.01     -3.83      9.00     21.32    -11.06 
     -0.21     -0.36     -1.71     10.00     23.64     -8.73 
      0.01     -0.13      0.16     11.00     25.58     -7.76 
     -0.05     -0.00      1.92     12.00     27.59     -7.20 
     -0.10     -0.08      3.80     13.00     29.81     -8.58 
     -0.05     -0.01      5.91     14.00     31.97    -10.24 
     -0.04      0.03      8.03     15.00     34.02     -9.97 
     -0.02      0.01     10.03     16.00     36.18     -9.57 
     -0.00     -0.02     12.15     17.00     38.22     -9.57 
      0.00      0.00     14.16     18.00     40.19     -8.20 
     -0.00      0.03     16.10     19.00     42.25     -7.33 
     -0.02      0.03     18.14     20.00     44.21     -7.06 
     -0.01      0.02     20.07     21.00     46.22     -5.89 
     -0.02      0.03     22.07     22.00     48.28     -5.94 
     -0.02      0.03     24.12     23.00     50.27     -5.45 
     -0.01      0.04     26.09     24.00     52.27     -4.53 
     -0.01      0.06     28.08     25.00     54.35     -4.22 
     -0.02      0.06     30.15     26.00     56.31     -3.84 
     -0.04      0.05     32.07     27.00     58.25     -2.53 
     -0.05      0.06     33.99     28.00     60.17     -2.57 
     -0.06      0.05     35.90     29.00     62.07     -2.70 
     -0.08      0.05     37.78     30.00     63.98     -3.33 
     -0.07      0.06     39.67     31.00     65.96     -4.74 
     -0.06      0.04     41.63     32.00     68.01     -6.82 
     -0.06      0.05     43.66     33.00     70.12     -9.14 
     -0.05      0.04     45.75     34.00     72.26    -10.99 
     -0.05      0.03     47.87     35.00     74.46    -12.40 
      0.00      0.00     50.00     36.00     74.46    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.13     -0.16    -18.08      2.00      2.43     -4.94 
      0.18      0.13    -16.25      3.00      5.44     -4.93 
     -0.43     -0.31    -14.29      4.00      8.03     -6.60 
     -0.71     -0.53    -12.19      5.00     10.60     -7.45 
     -0.46     -0.72    -10.06      6.00     13.59     -8.98 
      0.22     -0.41     -8.06      7.00     16.20    -10.05 
      0.39      0.01     -6.04      8.00     19.06    -10.07 
     -0.25      0.01     -3.82      9.00     21.59    -11.04 
     -0.23     -0.38     -1.70     10.00     23.94     -8.67 
      0.01     -0.13      0.17     11.00     25.89     -7.75 
     -0.06     -0.00      1.92     12.00     27.89     -7.20 
     -0.10     -0.08      3.80     13.00     30.12     -8.57 
     -0.06     -0.01      5.91     14.00     32.29    -10.24 
     -0.05      0.03      8.03     15.00     34.34     -9.97 
     -0.03      0.01     10.04     16.00     36.50     -9.57 
     -0.00     -0.02     12.15     17.00     38.55     -9.57 
      0.00      0.00     14.17     18.00     40.53     -8.20 
     -0.00      0.03     16.11     19.00     42.58     -7.33 
     -0.02      0.03     18.14     20.00     44.54     -7.05 
     -0.01      0.02     20.08     21.00     46.55     -5.89 
     -0.02      0.03     22.08     22.00     48.62     -5.94 
     -0.02      0.04     24.12     23.00     50.60     -5.45 
     -0.01      0.05     26.10     24.00     52.60     -4.52 
     -0.01      0.06     28.08     25.00     54.69     -4.22 
     -0.02      0.06     30.15     26.00     56.64     -3.83 
     -0.04      0.05     32.08     27.00     58.58     -2.53 
     -0.05      0.06     33.99     28.00     60.50     -2.57 
     -0.07      0.06     35.89     29.00     62.40     -2.69 
     -0.08      0.05     37.77     30.00     64.30     -3.33 
     -0.08      0.06     39.66     31.00     66.28     -4.72 
     -0.06      0.04     41.61     32.00     68.34     -6.80 
     -0.06      0.05     43.65     33.00     70.45     -9.12 
     -0.05      0.04     45.74     34.00     72.59    -10.98 
     -0.05      0.03     47.87     35.00     74.80    -12.40 
      0.00      0.00     50.00     36.00     74.80    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.14     -0.17    -18.09      2.00      2.47     -4.93 
      0.19      0.13    -16.25      3.00      5.52     -4.93 
     -0.46     -0.33    -14.30      4.00      8.14     -6.55 
     -0.75     -0.55    -12.20      5.00     10.74     -7.35 
     -0.48     -0.75    -10.07      6.00     13.77     -8.88 
      0.23     -0.43     -8.07      7.00     16.43    -10.01 
      0.41      0.01     -6.04      8.00     19.32    -10.01 
     -0.26      0.01     -3.82      9.00     21.88    -11.01 
     -0.24     -0.40     -1.69     10.00     24.25     -8.61 
      0.01     -0.14      0.17     11.00     26.20     -7.74 
     -0.06     -0.00      1.92     12.00     28.21     -7.20 
     -0.11     -0.09      3.79     13.00     30.44     -8.56 
     -0.06     -0.01      5.90     14.00     32.62    -10.23 
     -0.05      0.03      8.03     15.00     34.68     -9.97 
     -0.03      0.01     10.04     16.00     36.84     -9.57 
     -0.00     -0.02     12.16     17.00     38.89     -9.56 
      0.00      0.00     14.17     18.00     40.87     -8.20 
     -0.01      0.04     16.11     19.00     42.92     -7.33 
     -0.02      0.04     18.15     20.00     44.88     -7.05 
     -0.01      0.02     20.08     21.00     46.89     -5.89 
     -0.03      0.03     22.08     22.00     48.96     -5.94 
     -0.02      0.04     24.13     23.00     50.95     -5.45 
     -0.01      0.05     26.10     24.00     52.95     -4.52 
     -0.01      0.06     28.09     25.00     55.03     -4.22 
     -0.02      0.07     30.16     26.00     56.99     -3.83 
     -0.04      0.05     32.08     27.00     58.92     -2.53 
     -0.05      0.06     33.99     28.00     60.84     -2.57 
     -0.07      0.06     35.89     29.00     62.73     -2.69 
     -0.08      0.05     37.76     30.00     64.63     -3.32 
     -0.08      0.06     39.65     31.00     66.62     -4.71 
     -0.07      0.04     41.60     32.00     68.67     -6.78 
     -0.06      0.06     43.63     33.00     70.79     -9.10 
     -0.06      0.04     45.73     34.00     72.94    -10.97 
     -0.05      0.03     47.86     35.00     75.16    -12.40 
      0.00      0.00     50.00     36.00     75.16    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.15     -0.18    -18.10      2.00      2.52     -4.93 
      0.20      0.14    -16.24      3.00      5.61     -4.92 
     -0.48     -0.34    -14.31      4.00      8.25     -6.50 
     -0.79     -0.58    -12.21      5.00     10.88     -7.24 
     -0.50     -0.79    -10.07      6.00     13.96     -8.77 
      0.25     -0.45     -8.07      7.00     16.66     -9.94 
      0.43      0.01     -6.03      8.00     19.58     -9.96 
     -0.28      0.01     -3.81      9.00     22.17    -10.99 
     -0.26     -0.42     -1.68     10.00     24.57     -8.54 
      0.01     -0.15      0.17     11.00     26.53     -7.73 
     -0.06     -0.00      1.92     12.00     28.54     -7.20 
     -0.11     -0.09      3.79     13.00     30.77     -8.56 
     -0.06     -0.01      5.90     14.00     32.96    -10.23 
     -0.05      0.03      8.02     15.00     35.02     -9.97 
     -0.03      0.01     10.04     16.00     37.19     -9.58 
     -0.00     -0.02     12.16     17.00     39.24     -9.56 
      0.00      0.00     14.18     18.00     41.22     -8.19 
     -0.01      0.04     16.12     19.00     43.27     -7.33 
     -0.02      0.04     18.15     20.00     45.23     -7.05 
     -0.01      0.03     20.09     21.00     47.25     -5.89 
     -0.03      0.03     22.08     22.00     49.31     -5.94 
     -0.02      0.04     24.13     23.00     51.30     -5.44 
     -0.01      0.05     26.10     24.00     53.31     -4.52 
     -0.02      0.06     28.09     25.00     55.39     -4.22 
     -0.02      0.07     30.16     26.00     57.35     -3.82 
     -0.04      0.05     32.08     27.00     59.28     -2.53 
     -0.05      0.06     33.99     28.00     61.19     -2.57 
     -0.07      0.06     35.88     29.00     63.08     -2.69 
     -0.09      0.05     37.75     30.00     64.98     -3.31 
     -0.08      0.07     39.63     31.00     66.96     -4.70 
     -0.07      0.04     41.58     32.00     69.01     -6.76 
     -0.07      0.06     43.62     33.00     71.14     -9.08 
     -0.06      0.04     45.72     34.00     73.29    -10.97 
     -0.05      0.03     47.86     35.00     75.52    -12.39 
      0.00      0.00     50.00     36.00     75.52    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.15     -0.19    -18.10      2.00      2.56     -4.92 
      0.21      0.15    -16.24      3.00      5.69     -4.92 
     -0.51     -0.35    -14.32      4.00      8.37     -6.45 
     -0.82     -0.60    -12.21      5.00     11.02     -7.13 
     -0.53     -0.82    -10.07      6.00     14.16     -8.68 
      0.26     -0.48     -8.07      7.00     16.89     -9.86 
      0.46      0.02     -6.03      8.00     19.86     -9.90 
     -0.29      0.01     -3.81      9.00     22.47    -10.96 
     -0.27     -0.45     -1.68     10.00     24.89     -8.48 
      0.01     -0.16      0.18     11.00     26.86     -7.72 
     -0.06     -0.00      1.92     12.00     28.88     -7.20 
     -0.12     -0.10      3.79     13.00     31.12     -8.55 
     -0.07     -0.01      5.89     14.00     33.31    -10.23 
     -0.05      0.03      8.02     15.00     35.38     -9.97 
     -0.03      0.01     10.05     16.00     37.55     -9.58 
     -0.00     -0.02     12.17     17.00     39.60     -9.56 
      0.00      0.00     14.18     18.00     41.59     -8.19 
     -0.01      0.04     16.13     19.00     43.64     -7.33 
     -0.03      0.04     18.16     20.00     45.60     -7.04 
     -0.01      0.03     20.09     21.00     47.61     -5.89 
     -0.03      0.03     22.09     22.00     49.68     -5.94 
     -0.02      0.04     24.14     23.00     51.67     -5.44 
     -0.01      0.05     26.11     24.00     53.68     -4.52 
     -0.02      0.07     28.10     25.00     55.76     -4.22 
     -0.02      0.07     30.17     26.00     57.72     -3.82 
     -0.04      0.05     32.09     27.00     59.64     -2.53 
     -0.05      0.07     33.99     28.00     61.55     -2.57 
     -0.08      0.06     35.88     29.00     63.44     -2.69 
     -0.09      0.06     37.74     30.00     65.33     -3.30 
     -0.09      0.07     39.62     31.00     67.31     -4.69 
     -0.07      0.05     41.57     32.00     69.37     -6.74 
     -0.07      0.06     43.60     33.00     71.50     -9.07 
     -0.06      0.04     45.71     34.00     73.66    -10.96 
     -0.06      0.04     47.85     35.00     75.90    -12.39 
      0.00      0.00     50.00     36.00     75.90    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.16     -0.20    -18.11      2.00      2.61     -4.92 
      0.22      0.16    -16.23      3.00      5.79     -4.92 
     -0.53     -0.37    -14.34      4.00      8.49     -6.39 
     -0.86     -0.63    -12.22      5.00     11.17     -7.02 
     -0.55     -0.86    -10.08      6.00     14.36     -8.58 
      0.27     -0.50     -8.08      7.00     17.14     -9.79 
      0.48      0.02     -6.02      8.00     20.14     -9.84 
     -0.31      0.02     -3.81      9.00     22.78    -10.94 
     -0.29     -0.47     -1.67     10.00     25.23     -8.41 
      0.01     -0.17      0.18     11.00     27.21     -7.71 
     -0.07     -0.00      1.92     12.00     29.23     -7.20 
     -0.12     -0.10      3.78     13.00     31.47     -8.54 
     -0.07     -0.01      5.89     14.00     33.67    -10.23 
     -0.05      0.04      8.02     15.00     35.75     -9.97 
     -0.03      0.01     10.05     16.00     37.92     -9.58 
     -0.00     -0.02     12.17     17.00     39.97     -9.55 
      0.00      0.00     14.19     18.00     41.96     -8.19 
     -0.01      0.04     16.13     19.00     44.01     -7.33 
     -0.03      0.04     18.16     20.00     45.97     -7.04 
     -0.01      0.03     20.10     21.00     47.99     -5.89 
     -0.03      0.03     22.09     22.00     50.06     -5.94 
     -0.02      0.04     24.14     23.00     52.05     -5.44 
     -0.01      0.05     26.11     24.00     54.06     -4.52 
     -0.02      0.07     28.10     25.00     56.14     -4.21 
     -0.02      0.07     30.17     26.00     58.09     -3.82 
     -0.04      0.06     32.09     27.00     60.02     -2.53 
     -0.06      0.07     33.99     28.00     61.93     -2.57 
     -0.08      0.07     35.87     29.00     63.81     -2.68 
     -0.09      0.06     37.73     30.00     65.70     -3.29 
     -0.09      0.07     39.61     31.00     67.68     -4.68 
     -0.08      0.05     41.55     32.00     69.73     -6.73 
     -0.07      0.06     43.59     33.00     71.87     -9.05 
     -0.06      0.05     45.69     34.00     74.03    -10.94 
     -0.06      0.04     47.84     35.00     76.28    -12.39 
      0.00      0.00     50.00     36.00     76.28    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.17     -0.20    -18.12      2.00      2.67     -4.91 
      0.23      0.17    -16.23      3.00      5.88     -4.92 
     -0.56     -0.38    -14.35      4.00      8.62     -6.33 
     -0.90     -0.66    -12.23      5.00     11.33     -6.91 
     -0.58     -0.89    -10.08      6.00     14.56     -8.49 
      0.29     -0.52     -8.08      7.00     17.39     -9.71 
      0.50      0.02     -6.01      8.00     20.42     -9.77 
     -0.32      0.02     -3.80      9.00     23.09    -10.91 
     -0.30     -0.50     -1.66     10.00     25.57     -8.34 
      0.01     -0.18      0.18     11.00     27.57     -7.70 
     -0.07     -0.00      1.92     12.00     29.59     -7.20 
     -0.13     -0.10      3.78     13.00     31.84     -8.53 
     -0.07     -0.01      5.88     14.00     34.04    -10.22 
     -0.06      0.04      8.02     15.00     36.13     -9.97 
     -0.03      0.01     10.06     16.00     38.31     -9.58 
     -0.00     -0.02     12.18     17.00     40.36     -9.55 
      0.00      0.00     14.20     18.00     42.35     -8.18 
     -0.01      0.04     16.14     19.00     44.40     -7.33 
     -0.03      0.04     18.17     20.00     46.36     -7.04 
     -0.01      0.03     20.10     21.00     48.38     -5.89 
     -0.03      0.03     22.10     22.00     50.45     -5.94 
     -0.02      0.04     24.14     23.00     52.44     -5.44 
     -0.01      0.06     26.12     24.00     54.45     -4.52 
     -0.02      0.07     28.11     25.00     56.53     -4.21 
     -0.03      0.08     30.17     26.00     58.49     -3.81 
     -0.05      0.06     32.09     27.00     60.41     -2.53 
     -0.06      0.07     33.99     28.00     62.31     -2.57 
     -0.08      0.07     35.86     29.00     64.19     -2.68 
     -0.10      0.06     37.72     30.00     66.08     -3.29 
     -0.09      0.07     39.59     31.00     68.05     -4.67 
     -0.08      0.05     41.54     32.00     70.11     -6.71 
     -0.08      0.07     43.57     33.00     72.25     -9.03 
     -0.07      0.05     45.68     34.00     74.42    -10.93 
     -0.06      0.04     47.84     35.00     76.68    -12.39 
      0.00      0.00     50.00     36.00     76.68    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.18     -0.21    -18.13      2.00      2.72     -4.90 
      0.24      0.18    -16.22      3.00      5.98     -4.91 
     -0.58     -0.40    -14.36      4.00      8.74     -6.27 
     -0.94     -0.68    -12.24      5.00     11.48     -6.80 
     -0.60     -0.93    -10.08      6.00     14.76     -8.41 
      0.30     -0.55     -8.09      7.00     17.63     -9.63 
      0.53      0.02     -6.01      8.00     20.71     -9.71 
     -0.34      0.02     -3.80      9.00     23.40    -10.88 
     -0.32     -0.52     -1.66     10.00     25.91     -8.27 
      0.01     -0.19      0.19     11.00     27.92     -7.69 
     -0.07     -0.00      1.92     12.00     29.94     -7.20 
     -0.13     -0.11      3.78     13.00     32.20     -8.52 
     -0.07     -0.01      5.88     14.00     34.40    -10.22 
     -0.06      0.04      8.02     15.00     36.50     -9.97 
     -0.03      0.01     10.06     16.00     38.68     -9.58 
     -0.01     -0.02     12.18     17.00     40.74     -9.54 
      0.00      0.00     14.20     18.00     42.73     -8.18 
     -0.01      0.04     16.15     19.00     44.78     -7.33 
     -0.03      0.04     18.17     20.00     46.74     -7.03 
     -0.01      0.03     20.11     21.00     48.76     -5.89 
     -0.03      0.03     22.10     22.00     50.83     -5.94 
     -0.02      0.04     24.15     23.00     52.82     -5.43 
     -0.02      0.06     26.12     24.00     54.83     -4.52 
     -0.02      0.07     28.11     25.00     56.91     -4.21 
     -0.03      0.08     30.18     26.00     58.87     -3.81 
     -0.05      0.06     32.10     27.00     60.79     -2.53 
     -0.06      0.07     33.99     28.00     62.69     -2.57 
     -0.09      0.07     35.86     29.00     64.56     -2.68 
     -0.10      0.06     37.71     30.00     66.45     -3.28 
     -0.10      0.08     39.58     31.00     68.42     -4.66 
     -0.08      0.05     41.52     32.00     70.48     -6.69 
     -0.08      0.07     43.56     33.00     72.63     -9.01 
     -0.07      0.05     45.67     34.00     74.80    -10.92 
     -0.06      0.04     47.83     35.00     77.07    -12.39 
      0.00      0.00     50.00     36.00     77.07    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.18     -0.22    -18.14      2.00      2.77     -4.90 
      0.25      0.19    -16.21      3.00      6.07     -4.90 
     -0.61     -0.41    -14.37      4.00      8.86     -6.21 
     -0.98     -0.71    -12.24      5.00     11.62     -6.69 
     -0.62     -0.96    -10.09      6.00     14.96     -8.37 
      0.32     -0.57     -8.09      7.00     17.87     -9.56 
      0.55      0.02     -6.00      8.00     20.98     -9.65 
     -0.36      0.02     -3.80      9.00     23.71    -10.85 
     -0.34     -0.54     -1.66     10.00     26.25     -8.22 
      0.01     -0.19      0.19     11.00     28.26     -7.68 
     -0.07     -0.00      1.92     12.00     30.29     -7.20 
     -0.14     -0.11      3.77     13.00     32.55     -8.52 
     -0.08     -0.01      5.87     14.00     34.76    -10.22 
     -0.06      0.04      8.02     15.00     36.86     -9.97 
     -0.03      0.01     10.06     16.00     39.05     -9.58 
     -0.01     -0.02     12.19     17.00     41.11     -9.54 
      0.00      0.00     14.21     18.00     43.11     -8.18 
     -0.01      0.05     16.16     19.00     45.15     -7.33 
     -0.03      0.04     18.17     20.00     47.12     -7.03 
     -0.01      0.03     20.11     21.00     49.13     -5.89 
     -0.03      0.04     22.11     22.00     51.20     -5.94 
     -0.02      0.05     24.15     23.00     53.20     -5.43 
     -0.02      0.06     26.13     24.00     55.21     -4.52 
     -0.02      0.08     28.12     25.00     57.28     -4.21 
     -0.03      0.08     30.18     26.00     59.25     -3.81 
     -0.05      0.06     32.10     27.00     61.16     -2.53 
     -0.06      0.08     33.99     28.00     63.06     -2.57 
     -0.09      0.07     35.85     29.00     64.93     -2.68 
     -0.10      0.07     37.70     30.00     66.81     -3.28 
     -0.10      0.08     39.57     31.00     68.79     -4.64 
     -0.09      0.05     41.50     32.00     70.84     -6.67 
     -0.08      0.07     43.54     33.00     72.99     -8.99 
     -0.07      0.05     45.66     34.00     75.18    -10.91 
     -0.06      0.04     47.82     35.00     77.46    -12.39 
      0.00      0.00     50.00     36.00     77.46    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.19     -0.23    -18.15      2.00      2.82     -4.89 
      0.26      0.20    -16.20      3.00      6.16     -4.94 
     -0.64     -0.43    -14.38      4.00      8.97     -6.16 
     -1.01     -0.73    -12.25      5.00     11.77     -6.59 
     -0.65     -0.99    -10.09      6.00     15.15     -8.29 
      0.33     -0.59     -8.09      7.00     18.10     -9.48 
      0.58      0.02     -5.99      8.00     21.26     -9.58 
     -0.37      0.02     -3.79      9.00     24.01    -10.83 
     -0.35     -0.57     -1.65     10.00     26.57     -8.18 
      0.01     -0.20      0.19     11.00     28.60     -7.67 
     -0.08     -0.00      1.93     12.00     30.63     -7.20 
     -0.14     -0.12      3.77     13.00     32.90     -8.51 
     -0.08     -0.01      5.87     14.00     35.12    -10.22 
     -0.06      0.04      8.02     15.00     37.22     -9.97 
     -0.03      0.01     10.07     16.00     39.42     -9.58 
     -0.01     -0.02     12.19     17.00     41.47     -9.54 
      0.00      0.00     14.21     18.00     43.48     -8.17 
     -0.01      0.05     16.16     19.00     45.52     -7.33 
     -0.03      0.05     18.18     20.00     47.48     -7.03 
     -0.01      0.03     20.11     21.00     49.50     -5.89 
